Rank,Score,Type,ID,Name,Description
8086,-58.3,kd,CGS001-6925,TCF4,Basic helix-loop-helix proteins
512,83.61,cp,BRD-K10705233,GW-405833,Cannabinoid receptor agonist
8087,-58.45,kd,CGS001-392,ARHGAP1,Rho GTPase activating proteins
8088,-58.53,kd,CGS001-55008,HERC6,-
8089,-58.57,kd,CGS001-10553,HTATIP2,Short chain dehydrogenase/reductase superfamily / Atypical members
8092,-58.92,kd,CGS001-79001,VKORC1,Oxidoreductases
8093,-59,oe,ccsbBroad304_13869,HLA-A,Immunoglobulin superfamily / C1-set domain containing
506,83.97,cp,BRD-A10420615,cyclopiazonic-acid,ATPase inhibitor
8095,-59.09,kd,CGS001-6271,S100A1,EF-hand domain containing
8096,-59.14,kd,CGS001-2615,LRRC32,-
8097,-59.14,kd,CGS001-64781,CERK,Ceramide kinase
502,84.22,cp,BRD-K15592317,CP466722,ATM kinase inhibitor
501,84.29,cp,BRD-K74133369,oligomycin-a,ATP synthase inhibitor
8100,-59.54,oe,ccsbBroad304_01077,NDUFS6,Mitochondrial respiratory chain complex / Complex I
8101,-59.6,oe,ccsbBroad304_00140,ATP6V0A1,ATPases / V-type
498,84.47,cp,BRD-K15916496,clotrimazole,Cytochrome P450 inhibitor
8103,-59.95,kd,CGS001-79862,ZNF669,"Zinc fingers, C2H2-type"
8104,-59.96,kd,CGS001-10904,BLCAP,-
496,84.56,cp,BRD-A80793822,pemoline,Dopamine receptor agonist
494,84.74,cc,,NADH ubiquinone oxidoreductase core subunits GOF,-
8106,-60.03,kd,CGS001-5825,ABCD3,ATP binding cassette transporters / subfamily D
8107,-60.12,kd,CGS001-55054,ATG16L1,WD repeat domain containing
8111,-60.24,kd,CGS001-7182,NR2C2,Testicular receptors
8113,-60.43,oe,ccsbBroad304_03746,CDC42SE1,-
8114,-60.5,oe,ccsbBroad304_02402,TMEM5,-
8115,-60.66,kd,CGS001-3909,LAMA3,Laminins
487,84.96,cp,BRD-K99749624,linifanib,PDGFR receptor inhibitor
8116,-60.68,kd,CGS001-4707,NDUFB1,Mitochondrial respiratory chain complex / Complex I
8117,-60.72,kd,CGS001-3995,FADS3,Fatty acid desaturases
8118,-60.75,kd,CGS001-5563,PRKAA2,AMPK subfamily
8119,-60.82,kd,CGS001-9517,SPTLC2,Serine palmitoyltransferase
482,85.31,cp,BRD-A20697603,thiostrepton,FOXM1 inhibitor
8123,-60.98,kd,CGS001-81856,ZNF611,"Zinc fingers, C2H2-type"
8124,-61.12,kd,CGS001-6887,TAL2,Basic helix-loop-helix proteins
8125,-61.16,kd,CGS001-11137,PWP1,WD repeat domain containing
8126,-61.25,kd,CGS001-4179,CD46,CD molecules
8127,-61.38,kd,CGS001-23534,TNPO3,Importins
476,85.63,cp,BRD-K13169950,NSC-3852,HDAC inhibitor
8128,-61.41,kd,CGS001-3958,LGALS3,Endogenous ligands
8129,-61.62,kd,CGS001-5442,POLRMT,-
8132,-61.65,kd,CGS001-3203,HOXA6,Homeoboxes / ANTP class : HOXL subclass
8133,-61.75,kd,CGS001-4938,OAS1,-
8134,-61.84,kd,CGS001-55907,CMAS,-
8137,-61.95,kd,CGS001-7251,TSG101,-
8138,-62.01,kd,CGS001-650,BMP2,Bone morphogenetic proteins
8140,-62.15,kd,CGS001-57720,GPR107,GPCR / Unclassified : 7TM orphan receptors
8141,-62.2,kd,CGS001-9917,FAM20B,-
467,86,cp,BRD-A42628519,iopanoic-acid,Radiopaque medium
465,86.12,cp,BRD-K31912990,CGP-71683,Neuropeptide receptor antagonist
8142,-62.29,kd,CGS001-3628,INPP1,Inositol polyphosphate phosphatases
463,86.16,cp,BRD-K77390737,xanthohumol,ATPase inhibitor
8143,-62.48,kd,CGS001-54901,CDKAL1,-
8144,-62.51,kd,CGS001-4316,MMP7,Matrix metallopeptidase
8145,-62.58,kd,CGS001-55608,ANKRD10,Ankyrin repeat domain containing
459,86.38,cp,BRD-K52075715,oxibendazole,Tubulin inhibitor
457,86.41,cp,BRD-K62289640,lylamine,Cannabinoid receptor agonist
8147,-62.64,kd,CGS001-56940,DUSP22,Protein tyrosine phosphatases / Class I Cys-based PTPs : Atypical dual specificity phosphatases
8149,-62.69,kd,CGS001-2322,FLT3,"Type III RTKs: PDGFR, CSFR, Kit, FLT3 receptor family"
8150,-62.7,kd,CGS001-51530,ZC3HC1,"Zinc fingers, C3HC-type"
8151,-62.87,kd,CGS001-7175,TPR,-
8154,-63.2,kd,CGS001-10270,AKAP8,A-kinase anchor proteins
8155,-63.21,kd,CGS001-958,CD40,Tumour necrosis factor (TNF) receptor family
451,86.67,cp,BRD-A17065207,brefeldin-a,Protein synthesis inhibitor
449,86.76,cp,BRD-K55420858,mirin,MRE11A exonuclease inhibitor
8158,-63.24,kd,CGS001-55509,BATF3,basic leucine zipper proteins
8159,-63.49,kd,CGS001-5422,POLA1,DNA polymerases
8161,-63.78,kd,CGS001-11182,SLC2A6,Solute carriers
8162,-63.86,kd,CGS001-9926,LPGAT1,-
8163,-64.04,kd,CGS001-2309,FOXO3,Forkhead boxes
444,86.91,cp,BRD-A67605442,tetrahydrobiopterin,Nitric oxide stimulant
8164,-64.1,kd,CGS001-10401,PIAS3,"Zinc fingers, MIZ-type"
8165,-64.1,kd,CGS001-634,CEACAM1,CD molecules
8167,-64.56,oe,ccsbBroad304_07783,PMF1-BGLAP,-
440,87.17,cp,BRD-K68143200,SA-792541,CDC inhibitor
8168,-64.62,kd,CGS001-6046,BRD2,Bromodomain kinase (BRDK) family
8169,-64.66,oe,ccsbBroad304_00117,ATF4,basic leucine zipper proteins
438,87.33,cp,BRD-A71459254,cymarin,ATPase inhibitor
8170,-64.75,kd,CGS001-1848,DUSP6,Protein tyrosine phosphatases / Class I Cys-based PTPs : MAP kinase phosphatases
8171,-64.89,oe,ccsbBroad304_01008,KITLG,-
8172,-64.97,kd,CGS001-5918,RARRES1,-
8173,-65.01,kd,CGS001-30001,ERO1L,-
432,87.41,cp,BRD-K13049116,BMS-754807,IGF-1 inhibitor
431,87.44,cp,BRD-A78360835,cercosporin,Photoactivated toxin
8174,-65.12,oe,ccsbBroad304_07126,VARS,Aminoacyl tRNA synthetases / Class I
8175,-65.19,oe,ccsbBroad304_00816,IDE,Pitrilysin
8176,-65.39,kd,CGS001-23252,OTUD3,OTU domain containing
8177,-65.44,kd,CGS001-10887,PROKR1,GPCR / Class A : Prokineticin receptors
8178,-65.51,kd,CGS001-6286,S100P,EF-hand domain containing
8179,-65.53,kd,CGS001-5813,PURA,-
8180,-65.56,kd,CGS001-55423,SIRPG,Immunoglobulin superfamily / C1-set domain containing
8181,-65.64,kd,CGS001-2778,GNAS,-
8183,-65.69,oe,ccsbBroad304_01222,PLP2,-
8184,-65.79,oe,ccsbBroad304_02368,TIMM17B,-
8185,-65.83,kd,CGS001-253430,IPMK,-
419,88.05,cp,BRD-A36630025,SN-38,Topoisomerase inhibitor
8186,-65.91,kd,CGS001-1131,CHRM3,Cholinergic receptors
8187,-66.06,kd,CGS001-5796,PTPRK,Receptor tyrosine phosphatases (RTP)
8188,-66.09,kd,CGS001-629,CFB,Complement system
8189,-66.12,kd,CGS001-55958,KLHL9,BTB/POZ domain containing
8191,-66.2,kd,CGS001-222,ALDH3B2,Aldehyde dehydrogenases
8194,-66.46,kd,CGS001-717,C2,Complement system
8195,-66.5,kd,CGS001-338557,O3FAR1,-
8196,-66.64,kd,CGS001-10621,POLR3F,RNA polymerase subunits
8197,-66.72,oe,ccsbBroad304_06411,HSPA9,Heat shock proteins / HSP70
8199,-66.97,oe,ccsbBroad304_01470,RXRG,Retinoid X receptors
8200,-66.97,kd,CGS001-79796,ALG9,Dolichyl D-mannosyl phosphate dependent mannosyltransferases
8202,-67.18,oe,ccsbBroad304_04522,ZNF625,"Zinc fingers, C2H2-type"
8203,-67.27,kd,CGS001-1879,EBF1,-
8204,-67.28,kd,CGS001-23384,SPECC1L,-
8205,-67.28,oe,ccsbBroad304_06464,ITGB2,Integrins
403,88.6,cp,BRD-A49765801,fludroxycortide,Glucocorticoid receptor agonist
402,88.61,cp,BRD-K40175214,torin-1,MTOR inhibitor
401,88.63,cp,BRD-K75295174,alisertib,Aurora kinase inhibitor
8207,-67.37,kd,CGS001-3693,ITGB5,Integrins
400,88.75,cp,BRD-K90382497,GW-843682X,PLK inhibitor
8208,-67.4,oe,ccsbBroad304_04292,INHBE,-
8209,-67.41,kd,CGS001-53834,FGFRL1,Immunoglobulin superfamily / I-set domain containing
8210,-67.51,kd,CGS001-476,ATP1A1,ATPases / P-type
8211,-67.68,oe,ccsbBroad304_01411,RORC,Retinoic acid-related orphans
8212,-68.06,kd,CGS001-323,APBB2,-
8213,-68.12,oe,ccsbBroad304_01138,P4HB,Protein disulfide isomerases
8217,-68.6,kd,CGS001-54107,POLE3,DNA polymerases
8218,-68.83,kd,CGS001-10174,SORBS3,-
390,89.09,cp,BRD-K74402642,NSC-632839,Ubiquitin specific protease inhibitor
8219,-68.87,kd,CGS001-5734,PTGER4,GPCR / Class A : Prostanoid receptors
387,89.15,cc,,Nucleoporin LOF,-
8220,-68.91,kd,CGS001-11319,ECD,-
8222,-69,kd,CGS001-3028,HSD17B10,Short chain dehydrogenase/reductase superfamily / Classical SDR fold cluster 1
8223,-69.03,kd,CGS001-29968,PSAT1,-
8225,-69.04,oe,ccsbBroad304_02784,SUZ12,"Zinc fingers, C2H2-type"
8226,-69.13,kd,CGS001-22850,ADNP2,"Zinc fingers, C2H2-type"
8227,-69.27,kd,CGS001-9314,KLF4,Kruppel-like transcription factors
8228,-69.56,kd,CGS001-90655,TGIF2LY,Homeoboxes / TALE class
381,89.46,cp,BRD-K88868628,iodoacetic-acid,Cysteine peptidase inhibitor
8229,-69.61,kd,CGS001-10198,MPHOSPH9,-
8230,-69.62,oe,ccsbBroad304_00549,FDX1,-
8231,-69.68,kd,CGS001-54805,CNNM2,-
376,89.69,cp,BRD-K24576554,AT-9283,JAK inhibitor
8234,-69.74,kd,CGS001-5366,PMAIP1,-
8235,-69.84,kd,CGS001-9263,STK17A,Death-associated kinase (DAPK) family
8236,-69.9,kd,CGS001-3988,LIPA,-
372,90.05,cp,BRD-K82823804,SA-792987,PKC inhibitor
371,90.21,cp,BRD-K47150025,KI-8751,VEGFR inhibitor
8237,-69.94,kd,CGS001-699,BUB1,Bub family
8238,-70,oe,ccsbBroad304_05313,NUDT14,Nudix motif containing
8239,-70.01,kd,CGS001-10018,BCL2L11,-
8240,-70.05,kd,CGS001-7132,TNFRSF1A,Tumour necrosis factor (TNF) receptor family
8246,-70.73,kd,CGS001-10269,ZMPSTE24,-
365,90.38,cp,BRD-K51816706,oxindole-I,VEGFR inhibitor
8247,-70.8,kd,CGS001-55703,POLR3B,RNA polymerase subunits
363,90.63,cp,BRD-A38030642,cyclosporin-a,Calcineurin inhibitor
361,90.68,cp,BRD-K62353524,DY-131,Estrogen receptor agonist
8249,-70.9,kd,CGS001-11257,TP53TG1,-
8250,-70.96,kd,CGS001-3105,HLA-A,Immunoglobulin superfamily / C1-set domain containing
8251,-71,oe,ccsbBroad304_02361,MFSD10,-
8253,-71.18,kd,CGS001-7345,UCHL1,Ubiquitin C-terminal hydrolase
8254,-71.25,kd,CGS001-51447,IP6K2,-
8255,-71.27,oe,ccsbBroad304_05485,ZNF677,"Zinc fingers, C2H2-type"
355,91.09,cp,BRD-K68336408,tyrphostin-AG-1478,EGFR inhibitor
354,91.12,cp,BRD-K78599730,manumycin-a,Farnesyltransferase inhibitor
8256,-71.36,kd,CGS001-55179,FAIM,-
352,91.17,cp,BRD-K16406336,methylene-blue,Guanylyl cyclase inhibitor
8258,-71.47,kd,CGS001-3586,IL10,Interleukins and interleukin receptors
8259,-71.78,kd,CGS001-7023,TFAP4,Basic helix-loop-helix proteins
8260,-71.78,kd,CGS001-79366,HMGN5,High-mobility group / Canonical
8262,-71.99,kd,CGS001-3614,IMPDH1,Oxidoreductases
8263,-72.03,kd,CGS001-27336,HTATSF1,RNA binding motif (RRM) containing
346,91.26,cp,BRD-K15616905,CCCP,Mitochondrial oxidative phosphorylation uncoupler
8267,-72.52,kd,CGS001-7424,VEGFC,-
345,91.29,cp,BRD-K37456065,VU-0365114-2,M5 modulator
8269,-72.78,kd,CGS001-7485,WRB,-
8270,-72.93,kd,CGS001-3688,ITGB1,Integrins
341,91.36,cp,BRD-K17075857,chloroxine,Opioid receptor antagonist
8271,-72.95,kd,CGS001-9189,ZBED1,Pseudoautosomal regions / PAR1
339,91.39,cp,BRD-A22713669,BVT-948,Tyrosine phosphatase inhibitor
8273,-73.12,oe,ccsbBroad304_10846,GGT1,CD molecules
8274,-73.37,kd,CGS001-6608,SMO,GPCR / Class F : Frizzled receptors
8276,-73.75,kd,CGS001-1201,CLN3,-
8278,-73.86,kd,CGS001-1635,DCTD,-
334,91.61,cp,BRD-K60230970,MG-132,Proteasome inhibitor
8280,-73.98,kd,CGS001-51805,COQ3,-
8281,-74.04,kd,CGS001-29103,DNAJC15,Heat shock proteins / DNAJ (HSP40)
331,91.79,cp,BRD-K38477985,malonoben,Protein tyrosine kinase inhibitor
330,91.83,cp,BRD-K62012036,acitretin,Retinoid receptor agonist
8283,-74.15,kd,CGS001-3199,HOXA2,Homeoboxes / ANTP class : HOXL subclass
8284,-74.23,kd,CGS001-84108,PCGF6,Polycomb group ring fingers
8285,-74.4,kd,CGS001-81539,SLC38A1,System A-like transporters
8286,-74.48,kd,CGS001-3098,HK1,-
8287,-74.57,kd,CGS001-1147,CHUK,IKK family
324,92,cp,BRD-K66896231,BRD-K66896231,Acetylcholinesterase inhibitor
323,92.05,cp,BRD-K73395020,SA-1478088,-666
322,92.06,cp,BRD-A11007541,BCI-hydrochloride,Protein phosphatase inhibitor
321,92.09,cc,,PKC inhibitor,-
320,92.14,cp,BRD-A75517195,thiazolopyrimidine,CDC inhibitor
8288,-74.65,oe,ccsbBroad304_00990,DNAJB9,Heat shock proteins / DNAJ (HSP40)
8289,-74.75,kd,CGS001-317705,VN1R5,"GPCR / Unclassified : Vomeronasal receptors, type 1"
8290,-75.03,kd,CGS001-10314,LANCL1,-
316,92.36,cp,BRD-K28907958,CD-437,Retinoid receptor agonist
315,92.37,cp,BRD-K15600710,obatoclax,BCL inhibitor
314,92.43,cp,BRD-K82135108,elesclomol,Oxidative stress inducer
8291,-75.06,kd,CGS001-10237,SLC35B1,SLC35 family of nucleotide sugar transporters
8293,-75.26,kd,CGS001-7032,TFF2,-
311,92.53,cp,BRD-K88677950,PD-198306,MAP kinase inhibitor
310,92.55,cp,BRD-K12184916,dactolisib,MTOR inhibitor
308,92.64,cp,BRD-K54233340,dorsomorphin,AMPK inhibitor
8294,-75.29,kd,CGS001-6675,UAP1,-
307,92.67,cp,BRD-K21806131,tegaserod,Serotonin receptor partial agonist
8295,-75.35,oe,ccsbBroad304_02505,GNB5,WD repeat domain containing
304,92.71,cp,BRD-K49810818,sorafenib,FLT3 inhibitor
305,92.71,cp,BRD-K77987382,mebendazole,Tubulin inhibitor
303,92.74,cp,BRD-A34205397,suloctidil,Adrenergic receptor antagonist
8296,-75.36,kd,CGS001-3170,FOXA2,Forkhead boxes
8297,-75.4,kd,CGS001-60468,BACH2,BTB/POZ domain containing
8300,-75.91,kd,CGS001-2072,ERCC4,-
299,92.87,cp,BRD-K54095730,CMPD-1,p38 MAPK inhibitor
298,92.88,cc,,FLT3 inhibitor,-
297,92.92,cp,BRD-A55484088,BNTX,Opioid receptor antagonist
296,92.94,cp,BRD-K39120595,bithionol,Autotaxin inhibitor
8302,-76.24,kd,CGS001-10150,MBNL2,"Zinc fingers, CCCH-type domain containing"
292,93.1,cp,BRD-A50737080,CGK-733,ATR kinase inhibitor
8303,-76.3,kd,CGS001-10434,LYPLA1,-
8304,-76.31,kd,CGS001-10721,POLQ,DNA polymerases
291,93.13,cp,BRD-A08003242,rhodomyrtoxin-b,sodium fluorescein uptake inhibitor
8307,-76.5,oe,ccsbBroad304_00048,ALDH1A1,Aldehyde dehydrogenases
8308,-76.63,oe,ccsbBroad304_07036,TCF4,Basic helix-loop-helix proteins
288,93.29,cp,BRD-K03816923,rottlerin,MAP kinase inhibitor
8310,-76.7,kd,CGS001-286530,P2RY8,"GPCR / Class A : Purinergic receptors, P2Y"
8311,-76.76,kd,CGS001-10128,LRPPRC,-
285,93.48,cp,BRD-K03109492,NSC-663284,CDC inhibitor
8313,-77.05,kd,CGS001-23462,HEY1,Basic helix-loop-helix proteins
284,93.49,cp,BRD-K35687265,ON-01910,PLK inhibitor
8314,-77.07,kd,CGS001-5875,RABGGTA,Prenyltransferase alpha subunit repeat containing
282,93.51,cp,BRD-K26863634,BIX-01338,Histone lysine methyltransferase inhibitor
280,93.57,cp,BRD-K41903098,diphenoxylate,Opioid receptor agonist
279,93.67,cp,BRD-K26669427,WR-216174,PFMRK inhibitor
278,93.69,cp,BRD-K13646352,midostaurin,FLT3 inhibitor
277,93.71,cp,BRD-K13514097,everolimus,MTOR inhibitor
8315,-77.08,kd,CGS001-5013,OTX1,Homeoboxes / PRD class
275,93.75,cp,BRD-A80775386,hyperforin,Cyclooxygenase inhibitor
273,93.87,cp,BRD-K15409150,penfluridol,T-type calcium channel blocker
274,93.87,cp,BRD-K14821540,FCCP,Mitochondrial oxidative phosphorylation uncoupler
8317,-77.32,kd,CGS001-3705,ITPK1,-
8318,-77.36,kd,CGS001-9459,ARHGEF6,Rho guanine nucleotide exchange factors
8319,-77.46,kd,CGS001-22828,SCAF8,RNA binding motif (RRM) containing
8320,-77.49,kd,CGS001-841,CASP8,Caspases
268,94.02,cp,BRD-K59753975,vindesine,Tubulin inhibitor
8322,-77.52,kd,CGS001-391013,PLA2G2C,-
266,94.06,cp,BRD-K83988098,alvespimycin,HSP inhibitor
8324,-77.71,kd,CGS001-9559,VPS26A,-
265,94.12,cp,BRD-K10573841,tunicamycin,GLCNAC phosphotransferase inhibitor
8325,-78.22,kd,CGS001-7580,ZNF32,"Zinc fingers, C2H2-type"
262,94.2,cp,BRD-A28105619,cucurbitacin-i,JAK inhibitor
261,94.22,cp,BRD-U08759356,EI-346-erlotinib-analog,EGFR inhibitor
8326,-78.32,kd,CGS001-116512,MRGPRD,GPCR / Class A : Orphans
8327,-78.43,kd,CGS001-635,BHMT,-
8328,-78.44,kd,CGS001-23142,DCUN1D4,-
257,94.48,cp,BRD-K78659596,MLN-2238,Proteasome inhibitor
256,94.5,cp,BRD-K08547377,irinotecan,Topoisomerase inhibitor
255,94.57,cp,BRD-K84595254,strophanthidin,ATPase inhibitor
8329,-78.57,kd,CGS001-25932,CLIC4,Ion channels / Chloride channels : Intracellular
8330,-78.67,kd,CGS001-147694,ZNF548,"Zinc fingers, C2H2-type"
252,94.67,cp,BRD-K43405658,tyrphostin-AG-527,Protein tyrosine kinase inhibitor
251,94.68,cp,BRD-A96799240,4-hydroxyretinoic-acid,Retinoid receptor binder
250,94.69,cp,BRD-K15935639,z-leu3-VS,Proteasome inhibitor
8331,-78.69,kd,CGS001-55226,NAT10,-
248,94.71,cp,BRD-K74305673,IKK-2-inhibitor-V,IKK inhibitor
8332,-78.7,kd,CGS001-54659,UGT1A3,UDP glucuronosyltransferases
8333,-78.75,kd,CGS001-9943,OXSR1,FRAY subfamily
245,94.89,cp,BRD-K64517075,heliomycin,ATP synthase inhibitor
8334,-78.83,kd,CGS001-9352,TXNL1,-
8335,-78.87,kd,CGS001-466,ATF1,basic leucine zipper proteins
8337,-79.09,kd,CGS001-3691,ITGB4,Integrins
8338,-79.18,kd,CGS001-1452,CSNK1A1,Casein kinase 1 (CK1) family
240,95.04,cp,BRD-K81528515,nilotinib,ABL inhibitor
8339,-79.36,kd,CGS001-150962,PUS10,-
8341,-79.6,kd,CGS001-10670,RRAGA,-
237,95.1,cp,BRD-K26818574,BIX-01294,Histone lysine methyltransferase inhibitor
236,95.16,cp,BRD-K76907295,VU-0418947-2,HIF modulator
234,95.18,cp,BRD-K51318897,fenbendazole,Tubulin inhibitor
8342,-79.75,oe,ccsbBroad304_07024,SYK,Syk family
8343,-80.05,oe,ccsbBroad304_06911,MAPK12,MAPK:p38 subfamily
8344,-80.06,kd,CGS001-440,ASNS,-
231,95.22,cp,BRD-A98283014,calmidazolium,Calcium channel blocker
230,95.24,cp,BRD-K44432556,VU-0418946-1,HIF modulator
229,95.27,cp,BRD-A82371568,clofarabine,Ribonucleoside reductase inhibitor
228,95.32,cc,,BCL inhibitor,-
226,95.35,cp,BRD-A45498368,WYE-125132,MTOR inhibitor
227,95.35,cp,BRD-K19295594,gossypol,BCL inhibitor
225,95.37,cp,BRD-K89930444,AG-592,Tyrosine kinase inhibitor
223,95.38,cp,BRD-K18518344,digitoxigenin,ATPase inhibitor
8345,-80.09,kd,CGS001-23236,PLCB1,Phosphoinositide-specific phospholipase C
8346,-80.15,kd,CGS001-28512,NKIRAS1,-
221,95.41,cp,BRD-K35960502,niclosamide,DNA replication inhibitor
8347,-80.18,oe,ccsbBroad304_01720,TSTA3,Short chain dehydrogenase/reductase superfamily / Extended SDR fold
219,95.44,cp,BRD-K40255344,tyrphostin-A9,Protein tyrosine kinase inhibitor
217,95.46,cp,BRD-K18619710,digoxigenin,Steroid
8348,-80.26,oe,ccsbBroad304_00899,KCNK2,Two-P potassium channels
8349,-80.33,oe,ccsbBroad304_07129,VIPR1,GPCR / Class B : VIP and PACAP (ADCYAP1) receptors
8350,-80.49,kd,CGS001-3029,HAGH,-
214,95.55,cp,BRD-K32744045,disulfiram,Aldehyde dehydrogenase inhibitor
213,95.57,cp,BRD-A35588707,teniposide,Topoisomerase inhibitor
212,95.62,cp,BRD-K95901403,XL-147,PI3K inhibitor
8351,-80.52,kd,CGS001-3964,LGALS8,"Lectins, galactoside-binding"
209,95.67,cp,BRD-K17705806,JTC-801,Opioid receptor antagonist
210,95.67,cp,BRD-A55594068,vinblastine,Microtubule inhibitor
8352,-80.63,kd,CGS001-23119,HIC2,BTB/POZ domain containing
208,95.71,cp,BRD-K25504083,cytochalasin-d,Actin polymerization inhibitor
8355,-81,kd,CGS001-4710,NDUFB4,Mitochondrial respiratory chain complex / Complex I
205,95.74,cp,BRD-K17140735,SCH-79797,Proteasome inhibitor
203,95.75,cp,BRD-K60623809,SU-11652,Tyrosine kinase inhibitor
8356,-81.14,kd,CGS001-2677,GGCX,Carboxylases
202,95.76,cp,BRD-K95655893,MAZ-51,VEGFR inhibitor
201,95.81,cp,BRD-K93331255,lypressin,Vasopressin receptor agonist
8357,-81.24,kd,CGS001-3717,JAK2,Janus kinase (JakA) family
199,95.84,cp,BRD-K78126613,menadione,Mitochondrial DNA polymerase inhibitor
8359,-81.39,kd,CGS001-3615,IMPDH2,Oxidoreductases
197,95.88,cp,BRD-A89434049,sarmentogenin,ATPase inhibitor
195,95.91,cp,BRD-A28970875,puromycin,Protein synthesis inhibitor
8360,-81.72,kd,CGS001-64087,MCCC2,-
194,95.95,cp,BRD-A02481876,importazole,Importin-beta transport receptor inhibitor
193,95.96,cp,BRD-K59469039,AG-879,Angiogenesis inhibitor
8361,-81.83,kd,CGS001-25885,POLR1A,RNA polymerase subunits
8362,-82,kd,CGS001-1409,CRYAA,Heat shock proteins / HSPB
190,96,cc,,Vesicular Transport LOF,-
189,96.04,cp,BRD-U68942961,JW-7-24-1,LCK Inhibitor
188,96.05,cp,BRD-A34806832,proscillaridin,ATPase inhibitor
8363,-82.12,oe,ccsbBroad304_01531,SHC1,SH2 domain containing
185,96.12,cp,BRD-A06352508,SB-218078,CHK inhibitor
186,96.12,cp,BRD-A93236127,digitoxin,ATPase inhibitor
8364,-82.19,kd,CGS001-55504,TNFRSF19,Tumour necrosis factor (TNF) receptor family
8365,-82.21,kd,CGS001-1891,ECH1,-
8366,-82.36,kd,CGS001-1001,CDH3,Cadherins / Major cadherins
8367,-82.44,kd,CGS001-51451,LCMT1,-
180,96.22,cp,BRD-K63265447,docetaxel,Tubulin inhibitor
8368,-82.45,kd,CGS001-8091,HMGA2,High-mobility group / Canonical
8369,-82.54,oe,ccsbBroad304_03148,IL21R,IL-2 receptor family
8370,-82.58,kd,CGS001-6253,RTN2,-
175,96.37,cp,BRD-U33728988,QL-X-138,MTOR inhibitor
176,96.37,cp,BRD-A94756469,digoxin,ATPase inhibitor
174,96.41,cp,BRD-K21672174,RO-28-1675,Glucokinase activator
8376,-83.28,kd,CGS001-5970,RELA,NFkappaB transcription factor family
8378,-83.66,oe,ccsbBroad304_00041,NR0B1,DAX-like receptors
171,96.44,cp,BRD-K63606607,bufalin,ATPase inhibitor
170,96.46,cp,BRD-K28296557,AKT-inhibitor-IV,AKT inhibitor
168,96.49,cp,BRD-A62809825,thapsigargin,ATPase inhibitor
8379,-83.7,oe,ccsbBroad304_05979,CDK9,"Cyclin-dependent kinases, CDK9 subfamily"
167,96.55,cp,BRD-K02526760,QS-11,ARFGAP inhibitor
166,96.58,cp,BRD-A68930007,ouabain,ATPase inhibitor
165,96.59,cc,,IKK inhibitor,-
8380,-84.04,kd,CGS001-25874,BRP44,-
8382,-84.09,kd,CGS001-4485,MST1,-
8383,-84.1,oe,ccsbBroad304_00020,ACY1,-
8384,-84.27,kd,CGS001-65217,PCDH15,Cadherins / Cadherin-related
8385,-84.35,kd,CGS001-134864,TAAR1,GPCR / Class A : Trace amine associated receptors
158,96.82,cp,BRD-K19894101,MST-312,Telomerase inhibitor
159,96.82,cp,BRD-K04546108,JAK3-inhibitor-VI,JAK inhibitor
8386,-84.52,kd,CGS001-10608,MXD4,Basic helix-loop-helix proteins
8387,-84.56,kd,CGS001-54807,ZNF586,"Zinc fingers, C2H2-type"
155,96.91,cc,,Proteasome inhibitor,-
152,96.93,cp,BRD-K09638361,SA-63133,-666
153,96.93,cp,BRD-K65814004,diphenyleneiodonium,Nitric oxide synthase inhibitor
8388,-84.57,kd,CGS001-7535,ZAP70,Syk family
151,96.98,cp,BRD-K66792149,quinoclamine,Algicide
8389,-84.57,kd,CGS001-9258,MFHAS1,-
149,97.03,cp,BRD-A45333398,periplocymarin,Apoptosis stimulant
148,97.04,cp,BRD-K26997899,SA-792574,Microtubule inhibitor
147,97.07,cp,BRD-A58564983,selamectin,Nematocide
8390,-84.64,kd,CGS001-79143,MBOAT7,-
8391,-84.7,kd,CGS001-4706,NDUFAB1,Mitochondrial respiratory chain complex / Complex I
144,97.15,cp,BRD-A80502530,cinobufagin,ATPase inhibitor
143,97.21,cp,BRD-M86331534,pyrvinium-pamoate,AKT inhibitor
141,97.22,cp,BRD-K12539581,nocodazole,Tubulin inhibitor
142,97.22,cp,BRD-K03406345,azacitidine,DNA methyltransferase inhibitor
140,97.29,cp,BRD-A47829399,artesunate,DNA synthesis inhibitor
8393,-85.05,kd,CGS001-64943,NT5DC2,-
8395,-85.11,kd,CGS001-3897,L1CAM,CD molecules
8396,-85.2,kd,CGS001-7108,TM7SF2,-
8398,-85.26,kd,CGS001-1810,DR1,-
135,97.39,cp,BRD-K67506692,tyrphostin-AG-126,ERK1 and ERK2 phosphorylation inhibitor
134,97.43,cp,BRD-K68174511,torin-2,MTOR inhibitor
8399,-85.3,kd,CGS001-51701,NLK,nmo subfamily
130,97.53,cp,BRD-K76805682,SB-415286,Glycogen synthase kinase inhibitor
8401,-85.6,kd,CGS001-1487,CTBP1,-
132,97.53,cp,BRD-K47869605,podophyllotoxin,Microtubule inhibitor
8402,-85.62,kd,CGS001-129685,TAF8,-
8405,-86.14,kd,CGS001-84961,FBXL20,F-boxes / Leucine-rich repeats
8407,-86.38,kd,CGS001-7158,TP53BP1,-
8408,-86.45,kd,CGS001-224,ALDH3A2,Aldehyde dehydrogenases
